title:Skeles Wishlist
description:A list of rolls I personally enjoy, heavy PvE bias
dimwishlist:item=2496242052&perks=951095735,2396489472
dimwishlist:item=2496242052&perks=951095735,1275731761
dimwishlist:item=2496242052&perks=951095735,2010801679
dimwishlist:item=2496242052&perks=951095735,4104185692
dimwishlist:item=2496242052&perks=2869569095,2396489472
dimwishlist:item=2496242052&perks=2869569095,1275731761
dimwishlist:item=2496242052&perks=2869569095,2010801679
dimwishlist:item=2496242052&perks=2869569095,4104185692
dimwishlist:item=2496242052&perks=3300816228,2396489472
dimwishlist:item=2496242052&perks=3300816228,1275731761
dimwishlist:item=2496242052&perks=3300816228,2010801679
dimwishlist:item=2496242052&perks=3300816228,4104185692


// Sorrow's Verse - General ()
dimwishlist:item=2496875173&perks=1195158366,3425386926
dimwishlist:item=2496875173&perks=1195158366,2458213969
dimwishlist:item=2496875173&perks=1195158366,4104185692
dimwishlist:item=2496875173&perks=1195158366,11612903
dimwishlist:item=2496875173&perks=1354429876,3425386926
dimwishlist:item=2496875173&perks=1354429876,2458213969
dimwishlist:item=2496875173&perks=1354429876,4104185692
dimwishlist:item=2496875173&perks=1354429876,11612903
dimwishlist:item=2496875173&perks=1570042021,3425386926
dimwishlist:item=2496875173&perks=1570042021,2458213969
dimwishlist:item=2496875173&perks=1570042021,4104185692
dimwishlist:item=2496875173&perks=1570042021,11612903
dimwishlist:item=2496875173&perks=2779035018,3425386926
dimwishlist:item=2496875173&perks=2779035018,2458213969
dimwishlist:item=2496875173&perks=2779035018,4104185692
dimwishlist:item=2496875173&perks=2779035018,11612903
dimwishlist:item=2496875173&perks=1820235745,3425386926
dimwishlist:item=2496875173&perks=1820235745,2458213969
dimwishlist:item=2496875173&perks=1820235745,4104185692
dimwishlist:item=2496875173&perks=1820235745,11612903
dimwishlist:item=2496875173&perks=1168162263,3425386926
dimwishlist:item=2496875173&perks=1168162263,2458213969
dimwishlist:item=2496875173&perks=1168162263,4104185692
dimwishlist:item=2496875173&perks=1168162263,11612903


// Lunulata-4b ()
dimwishlist:item=2513965917&perks=509074078,2652708987
dimwishlist:item=2513965917&perks=509074078,124408337
dimwishlist:item=2513965917&perks=509074078,11612903
dimwishlist:item=2513965917&perks=744594675,2652708987
dimwishlist:item=2513965917&perks=744594675,124408337
dimwishlist:item=2513965917&perks=744594675,11612903


// Scatter Signal - Strand (pve)
//notes: Good for a strand build tags:pve
dimwishlist:item=2558925366&perks=923806249,831391274


// Scintillation - Boss DPS (god-pve)
//notes: Envi is better the RR but RR is still good.
Same with Recon over FireLine tags:god-pve
dimwishlist:item=2591257541&perks=1467527085,2680121939,968510818,3078487919
dimwishlist:item=2591257541&perks=1467527085,2680121939,968510818,1771339417
dimwishlist:item=2591257541&perks=1467527085,2680121939,3418782618,3078487919
dimwishlist:item=2591257541&perks=1467527085,2680121939,3418782618,1771339417


// Irukandji ()
dimwishlist:item=2673925403&perks=247725512,124408337
dimwishlist:item=2673925403&perks=247725512,2896038713
dimwishlist:item=2673925403&perks=247725512,47981717
dimwishlist:item=2673925403&perks=247725512,1771339417
dimwishlist:item=2673925403&perks=3619207468,124408337
dimwishlist:item=2673925403&perks=3619207468,2896038713
dimwishlist:item=2673925403&perks=3619207468,47981717
dimwishlist:item=2673925403&perks=3619207468,1771339417
dimwishlist:item=2673925403&perks=1354429876,124408337
dimwishlist:item=2673925403&perks=1354429876,2896038713
dimwishlist:item=2673925403&perks=1354429876,47981717
dimwishlist:item=2673925403&perks=1354429876,1771339417


// Irukandji - Other weapon ()
//notes: Good as a secondary weapon
dimwishlist:item=2673925403&perks=968510818,438098033


// Riptide - General ()
dimwishlist:item=2715240478&perks=1570042021,2978966579
dimwishlist:item=2715240478&perks=1570042021,2610012052
dimwishlist:item=2715240478&perks=1570042021,1799762209
dimwishlist:item=2715240478&perks=1570042021,3108830275
dimwishlist:item=2715240478&perks=1570042021,4104185692
dimwishlist:item=2715240478&perks=1570042021,2652708987
dimwishlist:item=2715240478&perks=744594675,2978966579
dimwishlist:item=2715240478&perks=744594675,2610012052
dimwishlist:item=2715240478&perks=744594675,1799762209
dimwishlist:item=2715240478&perks=744594675,3108830275
dimwishlist:item=2715240478&perks=744594675,4104185692
dimwishlist:item=2715240478&perks=744594675,2652708987
dimwishlist:item=2715240478&perks=3300816228,2978966579
dimwishlist:item=2715240478&perks=3300816228,2610012052
dimwishlist:item=2715240478&perks=3300816228,1799762209
dimwishlist:item=2715240478&perks=3300816228,3108830275
dimwishlist:item=2715240478&perks=3300816228,4104185692
dimwishlist:item=2715240478&perks=3300816228,2652708987
dimwishlist:item=2715240478&perks=2779035018,2978966579
dimwishlist:item=2715240478&perks=2779035018,2610012052
dimwishlist:item=2715240478&perks=2779035018,1799762209
dimwishlist:item=2715240478&perks=2779035018,3108830275
dimwishlist:item=2715240478&perks=2779035018,4104185692
dimwishlist:item=2715240478&perks=2779035018,2652708987


// Midnight Coup ()
dimwishlist:item=2763843898&perks=1168162263,3891536761
dimwishlist:item=2763843898&perks=1168162263,3425386926
dimwishlist:item=2763843898&perks=1168162263,47981717
dimwishlist:item=2763843898&perks=1168162263,2109543898
dimwishlist:item=2763843898&perks=1168162263,4104185692
dimwishlist:item=2763843898&perks=3824105627,3891536761
dimwishlist:item=2763843898&perks=3824105627,3425386926
dimwishlist:item=2763843898&perks=3824105627,47981717
dimwishlist:item=2763843898&perks=3824105627,2109543898
dimwishlist:item=2763843898&perks=3824105627,4104185692
dimwishlist:item=2763843898&perks=3038247973,3891536761
dimwishlist:item=2763843898&perks=3038247973,3425386926
dimwishlist:item=2763843898&perks=3038247973,47981717
dimwishlist:item=2763843898&perks=3038247973,2109543898
dimwishlist:item=2763843898&perks=3038247973,4104185692
dimwishlist:item=2763843898&perks=3828510309,3891536761
dimwishlist:item=2763843898&perks=3828510309,3425386926
dimwishlist:item=2763843898&perks=3828510309,47981717
dimwishlist:item=2763843898&perks=3828510309,2109543898
dimwishlist:item=2763843898&perks=3828510309,4104185692


// Luna's Howl ()
dimwishlist:item=2763843899&perks=3978468247,2720533289
dimwishlist:item=2763843899&perks=3978468247,4293542123
dimwishlist:item=2763843899&perks=3978468247,1015611457
dimwishlist:item=2763843899&perks=3978468247,47981717
dimwishlist:item=2763843899&perks=3978468247,2109543898
dimwishlist:item=2763843899&perks=3978468247,555281244
dimwishlist:item=2763843899&perks=1195158366,2720533289
dimwishlist:item=2763843899&perks=1195158366,4293542123
dimwishlist:item=2763843899&perks=1195158366,1015611457
dimwishlist:item=2763843899&perks=1195158366,47981717
dimwishlist:item=2763843899&perks=1195158366,2109543898
dimwishlist:item=2763843899&perks=1195158366,555281244
dimwishlist:item=2763843899&perks=3828510309,2720533289
dimwishlist:item=2763843899&perks=3828510309,4293542123
dimwishlist:item=2763843899&perks=3828510309,1015611457
dimwishlist:item=2763843899&perks=3828510309,47981717
dimwishlist:item=2763843899&perks=3828510309,2109543898
dimwishlist:item=2763843899&perks=3828510309,555281244
dimwishlist:item=2763843899&perks=1820235745,2720533289
dimwishlist:item=2763843899&perks=1820235745,4293542123
dimwishlist:item=2763843899&perks=1820235745,1015611457
dimwishlist:item=2763843899&perks=1820235745,47981717
dimwishlist:item=2763843899&perks=1820235745,2109543898
dimwishlist:item=2763843899&perks=1820235745,555281244


// Nox Perennial V ()
dimwishlist:item=2767393525&perks=968510818,2594592626
dimwishlist:item=2767393525&perks=968510818,831391274
dimwishlist:item=2767393525&perks=1556840489,2594592626
dimwishlist:item=2767393525&perks=1556840489,831391274
dimwishlist:item=2767393525&perks=4071163871,2594592626
dimwishlist:item=2767393525&perks=4071163871,831391274
dimwishlist:item=2767393525&perks=1645158859,2594592626
dimwishlist:item=2767393525&perks=1645158859,831391274


// The Domino - Hit or miss ()
//notes: Silly combo
dimwishlist:item=2800870005&perks=1820235745,3513791699


// The Domino - General ()
dimwishlist:item=2800870005&perks=1820235745,4293542123
dimwishlist:item=2800870005&perks=1820235745,2458213969
dimwishlist:item=2800870005&perks=1820235745,438098033
dimwishlist:item=2800870005&perks=3643424744,4293542123
dimwishlist:item=2800870005&perks=3643424744,2458213969
dimwishlist:item=2800870005&perks=3643424744,438098033
dimwishlist:item=2800870005&perks=2586829431,4293542123
dimwishlist:item=2800870005&perks=2586829431,2458213969
dimwishlist:item=2800870005&perks=2586829431,438098033


// Embraced Identity ()
dimwishlist:item=2821677368&perks=1523832109,555281244
dimwishlist:item=2821677368&perks=1523832109,1354429876
dimwishlist:item=2821677368&perks=1523832109,2551157718
dimwishlist:item=2821677368&perks=47981717,555281244
dimwishlist:item=2821677368&perks=47981717,1354429876
dimwishlist:item=2821677368&perks=47981717,2551157718
dimwishlist:item=2821677368&perks=3418782618,555281244
dimwishlist:item=2821677368&perks=3418782618,1354429876
dimwishlist:item=2821677368&perks=3418782618,2551157718


// Origin Story - Aggro ()
dimwishlist:item=2826850739&perks=2779035018,95528736
dimwishlist:item=2826850739&perks=2779035018,3425386926


// Krait - General ()
dimwishlist:item=2852052802&perks=3643424744,124408337
dimwishlist:item=2852052802&perks=3643424744,588594999
dimwishlist:item=2852052802&perks=3643424744,4049631843
dimwishlist:item=2852052802&perks=1820235745,124408337
dimwishlist:item=2852052802&perks=1820235745,588594999
dimwishlist:item=2852052802&perks=1820235745,4049631843
dimwishlist:item=2852052802&perks=509074078,124408337
dimwishlist:item=2852052802&perks=509074078,588594999
dimwishlist:item=2852052802&perks=509074078,4049631843


// The Slammer (god-pve)
//notes: tags:god-pve
dimwishlist:item=2889501828&perks=3666208348,269888150,1749209109,3078487919


// The Slammer ()
dimwishlist:item=2889501828&perks=1749209109,3650930298
dimwishlist:item=2889501828&perks=1749209109,3078487919
dimwishlist:item=2889501828&perks=2396489472,3650930298
dimwishlist:item=2889501828&perks=2396489472,3078487919
dimwishlist:item=2889501828&perks=2726471870,3650930298
dimwishlist:item=2889501828&perks=2726471870,3078487919


// Adhortative ()
dimwishlist:item=2993554824&perks=2779035018,4293542123
dimwishlist:item=2993554824&perks=2779035018,588594999
dimwishlist:item=2993554824&perks=1119449540,4293542123
dimwishlist:item=2993554824&perks=1119449540,588594999


// Unforgiven - General ()
dimwishlist:item=3000847393&perks=2946784966,11612903
dimwishlist:item=3000847393&perks=2946784966,3425386926
dimwishlist:item=3000847393&perks=2946784966,4104185692
dimwishlist:item=3000847393&perks=2946784966,2610012052
dimwishlist:item=3000847393&perks=2946784966,2848615171
dimwishlist:item=3000847393&perks=2946784966,776531651
dimwishlist:item=3000847393&perks=2779035018,11612903
dimwishlist:item=3000847393&perks=2779035018,3425386926
dimwishlist:item=3000847393&perks=2779035018,4104185692
dimwishlist:item=3000847393&perks=2779035018,2610012052
dimwishlist:item=3000847393&perks=2779035018,2848615171
dimwishlist:item=3000847393&perks=2779035018,776531651
dimwishlist:item=3000847393&perks=744594675,11612903
dimwishlist:item=3000847393&perks=744594675,3425386926
dimwishlist:item=3000847393&perks=744594675,4104185692
dimwishlist:item=3000847393&perks=744594675,2610012052
dimwishlist:item=3000847393&perks=744594675,2848615171
dimwishlist:item=3000847393&perks=744594675,776531651
dimwishlist:item=3000847393&perks=3523296417,11612903
dimwishlist:item=3000847393&perks=3523296417,3425386926
dimwishlist:item=3000847393&perks=3523296417,4104185692
dimwishlist:item=3000847393&perks=3523296417,2610012052
dimwishlist:item=3000847393&perks=3523296417,2848615171
dimwishlist:item=3000847393&perks=3523296417,776531651


// Iota Draconis ()
dimwishlist:item=3044460004&perks=2779035018,1799762209
dimwishlist:item=3044460004&perks=2779035018,4104185692
dimwishlist:item=3044460004&perks=2779035018,438098033
dimwishlist:item=3044460004&perks=2779035018,2213355989
dimwishlist:item=3044460004&perks=1570042021,1799762209
dimwishlist:item=3044460004&perks=1570042021,4104185692
dimwishlist:item=3044460004&perks=1570042021,438098033
dimwishlist:item=3044460004&perks=1570042021,2213355989


// The Recluse ()
dimwishlist:item=3098328572&perks=2779035018,3081867624
dimwishlist:item=3098328572&perks=2779035018,4104185692
dimwishlist:item=3098328572&perks=2779035018,3708227201
dimwishlist:item=3098328572&perks=2779035018,2109543898
dimwishlist:item=3098328572&perks=3828510309,3081867624
dimwishlist:item=3098328572&perks=3828510309,4104185692
dimwishlist:item=3098328572&perks=3828510309,3708227201
dimwishlist:item=3098328572&perks=3828510309,2109543898
dimwishlist:item=3098328572&perks=1820235745,3081867624
dimwishlist:item=3098328572&perks=1820235745,4104185692
dimwishlist:item=3098328572&perks=1820235745,3708227201
dimwishlist:item=3098328572&perks=1820235745,2109543898
dimwishlist:item=3098328572&perks=4071163871,3081867624
dimwishlist:item=3098328572&perks=4071163871,4104185692
dimwishlist:item=3098328572&perks=4071163871,3708227201
dimwishlist:item=3098328572&perks=4071163871,2109543898


// The Recluse - Void ()
//notes: ;)))
dimwishlist:item=3098328572&perks=776531651,2048641572


// Jurassic Green ()
dimwishlist:item=3103255595&perks=1820235745,1195158366
dimwishlist:item=3103255595&perks=1820235745,4293542123
dimwishlist:item=3103255595&perks=1820235745,2458213969
dimwishlist:item=3103255595&perks=1820235745,2610012052
dimwishlist:item=3103255595&perks=1820235745,4104185692
dimwishlist:item=3103255595&perks=3619207468,1195158366
dimwishlist:item=3103255595&perks=3619207468,4293542123
dimwishlist:item=3103255595&perks=3619207468,2458213969
dimwishlist:item=3103255595&perks=3619207468,2610012052
dimwishlist:item=3103255595&perks=3619207468,4104185692
dimwishlist:item=3103255595&perks=2450788523,1195158366
dimwishlist:item=3103255595&perks=2450788523,4293542123
dimwishlist:item=3103255595&perks=2450788523,2458213969
dimwishlist:item=3103255595&perks=2450788523,2610012052
dimwishlist:item=3103255595&perks=2450788523,4104185692
dimwishlist:item=3103255595&perks=1119449540,1195158366
dimwishlist:item=3103255595&perks=1119449540,4293542123
dimwishlist:item=3103255595&perks=1119449540,2458213969
dimwishlist:item=3103255595&perks=1119449540,2610012052
dimwishlist:item=3103255595&perks=1119449540,4104185692


// Autumn Wind ()
dimwishlist:item=3110377595&perks=3523296417,3425386926
dimwishlist:item=3110377595&perks=3523296417,2458213969
dimwishlist:item=3110377595&perks=3523296417,4104185692
dimwishlist:item=3110377595&perks=2450788523,3425386926
dimwishlist:item=3110377595&perks=2450788523,2458213969
dimwishlist:item=3110377595&perks=2450788523,4104185692


// Multimach CCX (pvp)
//notes: tags:pvp
dimwishlist:item=3211624072&perks=4152709778,591790007
dimwishlist:item=3211624072&perks=588594999,591790007


// Multimach CCX (pve)
//notes: tags:pve
dimwishlist:item=3211624072&perks=588594999,4104185692
dimwishlist:item=3211624072&perks=588594999,1015611457
dimwishlist:item=3211624072&perks=588594999,3891536761
dimwishlist:item=3211624072&perks=588594999,365154968
dimwishlist:item=3211624072&perks=4152709778,4104185692
dimwishlist:item=3211624072&perks=4152709778,1015611457
dimwishlist:item=3211624072&perks=4152709778,3891536761
dimwishlist:item=3211624072&perks=4152709778,365154968


// Laser Painter - Boss DPS (pve)
//notes: Good roll for boss DPS tags:pve
dimwishlist:item=3221722018&perks=2866798147,2551157718
dimwishlist:item=3221722018&perks=2866798147,1546637391
dimwishlist:item=3221722018&perks=2866798147,2896038713
dimwishlist:item=3221722018&perks=2866798147,2213355989
dimwishlist:item=3221722018&perks=2284787283,2551157718
dimwishlist:item=3221722018&perks=2284787283,1546637391
dimwishlist:item=3221722018&perks=2284787283,2896038713
dimwishlist:item=3221722018&perks=2284787283,2213355989
dimwishlist:item=3221722018&perks=2621346526,2551157718
dimwishlist:item=3221722018&perks=2621346526,1546637391
dimwishlist:item=3221722018&perks=2621346526,2896038713
dimwishlist:item=3221722018&perks=2621346526,2213355989


// Laser Painter - General (pve)
//notes: tags:pve
dimwishlist:item=3221722018&perks=247725512,2896038713
dimwishlist:item=3221722018&perks=247725512,2551157718
dimwishlist:item=3221722018&perks=247725512,2726471870
dimwishlist:item=3221722018&perks=247725512,2610012052
dimwishlist:item=3221722018&perks=1195158366,2896038713
dimwishlist:item=3221722018&perks=1195158366,2551157718
dimwishlist:item=3221722018&perks=1195158366,2726471870
dimwishlist:item=3221722018&perks=1195158366,2610012052
dimwishlist:item=3221722018&perks=1168162263,2896038713
dimwishlist:item=3221722018&perks=1168162263,2551157718
dimwishlist:item=3221722018&perks=1168162263,2726471870
dimwishlist:item=3221722018&perks=1168162263,2610012052


// Randy's Throwing Knife ()
dimwishlist:item=3292795429&perks=247725512,1015611457
dimwishlist:item=3292795429&perks=247725512,3425386926
dimwishlist:item=3292795429&perks=247725512,2551157718
dimwishlist:item=3292795429&perks=247725512,1195158366
dimwishlist:item=3292795429&perks=247725512,2896038713
dimwishlist:item=3292795429&perks=247725512,3891536761
dimwishlist:item=3292795429&perks=744594675,1015611457
dimwishlist:item=3292795429&perks=744594675,3425386926
dimwishlist:item=3292795429&perks=744594675,2551157718
dimwishlist:item=3292795429&perks=744594675,1195158366
dimwishlist:item=3292795429&perks=744594675,2896038713
dimwishlist:item=3292795429&perks=744594675,3891536761
dimwishlist:item=3292795429&perks=2387244414,1015611457
dimwishlist:item=3292795429&perks=2387244414,3425386926
dimwishlist:item=3292795429&perks=2387244414,2551157718
dimwishlist:item=3292795429&perks=2387244414,1195158366
dimwishlist:item=3292795429&perks=2387244414,2896038713
dimwishlist:item=3292795429&perks=2387244414,3891536761
dimwishlist:item=3292795429&perks=1428297954,1015611457
dimwishlist:item=3292795429&perks=1428297954,3425386926
dimwishlist:item=3292795429&perks=1428297954,2551157718
dimwishlist:item=3292795429&perks=1428297954,1195158366
dimwishlist:item=3292795429&perks=1428297954,2896038713
dimwishlist:item=3292795429&perks=1428297954,3891536761


// Funnelweb - General ()
dimwishlist:item=3341893443&perks=1428297954,11612903
dimwishlist:item=3341893443&perks=1428297954,2726471870
dimwishlist:item=3341893443&perks=2450788523,11612903
dimwishlist:item=3341893443&perks=2450788523,2726471870
dimwishlist:item=3341893443&perks=1820235745,11612903
dimwishlist:item=3341893443&perks=1820235745,2726471870


// Point of the Stag ()
dimwishlist:item=3465233192&perks=201365942,2610012052
dimwishlist:item=3465233192&perks=201365942,2848615171


// Night Watch - General ()
dimwishlist:item=3504336176&perks=3643424744,3038247973
dimwishlist:item=3504336176&perks=3643424744,3425386926
dimwishlist:item=3504336176&perks=3643424744,3523296417
dimwishlist:item=3504336176&perks=3643424744,2458213969
dimwishlist:item=3504336176&perks=1820235745,3038247973
dimwishlist:item=3504336176&perks=1820235745,3425386926
dimwishlist:item=3504336176&perks=1820235745,3523296417
dimwishlist:item=3504336176&perks=1820235745,2458213969
dimwishlist:item=3504336176&perks=1168162263,3038247973
dimwishlist:item=3504336176&perks=1168162263,3425386926
dimwishlist:item=3504336176&perks=1168162263,3523296417
dimwishlist:item=3504336176&perks=1168162263,2458213969
dimwishlist:item=3504336176&perks=247725512,3038247973
dimwishlist:item=3504336176&perks=247725512,3425386926
dimwishlist:item=3504336176&perks=247725512,3523296417
dimwishlist:item=3504336176&perks=247725512,2458213969


// Ros Arago IV - General ()
dimwishlist:item=3583275737&perks=1820235745,2610012052
dimwishlist:item=3583275737&perks=1820235745,95528736
dimwishlist:item=3583275737&perks=1820235745,3708227201
dimwishlist:item=3583275737&perks=3418782618,2610012052
dimwishlist:item=3583275737&perks=3418782618,95528736
dimwishlist:item=3583275737&perks=3418782618,3708227201


// Pro Memoria - Boss DPS (pve)
//notes: Machine guns aren't built for DPS... but
Recon or Envy for ammo.
T-Lock or BnS for damage - Frenzy can be used but is not recommended tags:pve
dimwishlist:item=3605603507&perks=1523832109,365154968
dimwishlist:item=3605603507&perks=1523832109,3078487919
dimwishlist:item=3605603507&perks=1523832109,4104185692
dimwishlist:item=3605603507&perks=968510818,365154968
dimwishlist:item=3605603507&perks=968510818,3078487919
dimwishlist:item=3605603507&perks=968510818,4104185692


// Pro Memoria - Ad Clear (pve)
//notes: TBH this might be better for single targets. tags:pve
dimwishlist:item=3605603507&perks=831391274,2109543898
dimwishlist:item=3605603507&perks=831391274,4104185692
dimwishlist:item=3605603507&perks=3523296417,2109543898
dimwishlist:item=3605603507&perks=3523296417,4104185692
dimwishlist:item=3605603507&perks=880644845,2109543898
dimwishlist:item=3605603507&perks=880644845,4104185692


// Succession ()
dimwishlist:item=3612338554&perks=1523832109,2896038713
dimwishlist:item=3612338554&perks=1523832109,2551157718
dimwishlist:item=3612338554&perks=1523832109,1771339417
dimwishlist:item=3612338554&perks=1556840489,2896038713
dimwishlist:item=3612338554&perks=1556840489,2551157718
dimwishlist:item=3612338554&perks=1556840489,1771339417


// Suspectum-4fr - Boss DPS (god-pve)
//notes: Instrument or FireLine for damage, but FTtC might be better if the DPS phase is longer tags:god-pve
dimwishlist:item=3615421669&perks=1467527085,2680121939,968510818,1771339417,3988215619
dimwishlist:item=3615421669&perks=1467527085,2680121939,968510818,555281244,3988215619
dimwishlist:item=3615421669&perks=1467527085,2680121939,968510818,1354429876,3988215619


// Suspectum-4fr - Teamwork ()
//notes: Benefits from teammates
dimwishlist:item=3615421669&perks=2621346526,1771339417


// Suspectum-4fr - General ()
dimwishlist:item=3615421669&perks=968510818,2978966579
dimwishlist:item=3615421669&perks=968510818,2551157718
dimwishlist:item=3615421669&perks=968510818,555281244
dimwishlist:item=3615421669&perks=968510818,1354429876
dimwishlist:item=3615421669&perks=2866798147,2978966579
dimwishlist:item=3615421669&perks=2866798147,2551157718
dimwishlist:item=3615421669&perks=2866798147,555281244
dimwishlist:item=3615421669&perks=2866798147,1354429876
dimwishlist:item=3615421669&perks=3828510309,2978966579
dimwishlist:item=3615421669&perks=3828510309,2551157718
dimwishlist:item=3615421669&perks=3828510309,555281244
dimwishlist:item=3615421669&perks=3828510309,1354429876


// Geodetic HSm - Void ()
//notes: back at it again
dimwishlist:item=3637669759&perks=776531651,2048641572


// Geodetic HSm - Continue ()
//notes: Just keeps going
dimwishlist:item=3637669759&perks=1749209109,3913600130
dimwishlist:item=3637669759&perks=2590710093,3913600130


// Veiled Threat ()
dimwishlist:item=3685470415&perks=3938834702,1195158366
dimwishlist:item=3685470415&perks=3938834702,2109543898
dimwishlist:item=3685470415&perks=3938834702,3708227201
dimwishlist:item=3685470415&perks=3938834702,588594999
dimwishlist:item=3685470415&perks=4071163871,1195158366
dimwishlist:item=3685470415&perks=4071163871,2109543898
dimwishlist:item=3685470415&perks=4071163871,3708227201
dimwishlist:item=3685470415&perks=4071163871,588594999


// Waking Vigil ()
dimwishlist:item=3723679465&perks=247725512,1015611457
dimwishlist:item=3723679465&perks=247725512,2848615171
dimwishlist:item=3723679465&perks=247725512,47981717
dimwishlist:item=3723679465&perks=1168162263,1015611457
dimwishlist:item=3723679465&perks=1168162263,2848615171
dimwishlist:item=3723679465&perks=1168162263,47981717


// Ill Omen ()
dimwishlist:item=3794274730&perks=1749209109,3708227201
dimwishlist:item=3794274730&perks=1749209109,3913600130
dimwishlist:item=3794274730&perks=1749209109,3650930298
dimwishlist:item=3794274730&perks=2590710093,3708227201
dimwishlist:item=3794274730&perks=2590710093,3913600130
dimwishlist:item=3794274730&perks=2590710093,3650930298


// Elsie's Rifle ()
dimwishlist:item=3851176026&perks=3418782618,11612903
dimwishlist:item=3851176026&perks=3418782618,4104185692
dimwishlist:item=3851176026&perks=3418782618,1015611457
dimwishlist:item=3851176026&perks=3418782618,2109543898
dimwishlist:item=3851176026&perks=3418782618,3047969693
dimwishlist:item=3851176026&perks=2779035018,11612903
dimwishlist:item=3851176026&perks=2779035018,4104185692
dimwishlist:item=3851176026&perks=2779035018,1015611457
dimwishlist:item=3851176026&perks=2779035018,2109543898
dimwishlist:item=3851176026&perks=2779035018,3047969693
dimwishlist:item=3851176026&perks=3619207468,11612903
dimwishlist:item=3851176026&perks=3619207468,4104185692
dimwishlist:item=3851176026&perks=3619207468,1015611457
dimwishlist:item=3851176026&perks=3619207468,2109543898
dimwishlist:item=3851176026&perks=3619207468,3047969693


// Elsie's Rifle - Void ()
//notes: type shit
dimwishlist:item=3851176026&perks=776531651,2048641572
dimwishlist:item=3851176026&perks=1119449540,2048641572


// Mechabre ()
dimwishlist:item=3871226707&perks=3619207468,47981717
dimwishlist:item=3871226707&perks=3619207468,2213355989
dimwishlist:item=3871226707&perks=3619207468,11612903
dimwishlist:item=3871226707&perks=3619207468,1546637391
dimwishlist:item=3871226707&perks=3619207468,2173046394
dimwishlist:item=3871226707&perks=3400784728,47981717
dimwishlist:item=3871226707&perks=3400784728,2213355989
dimwishlist:item=3871226707&perks=3400784728,11612903
dimwishlist:item=3871226707&perks=3400784728,1546637391
dimwishlist:item=3871226707&perks=3400784728,2173046394
dimwishlist:item=3871226707&perks=2284787283,47981717
dimwishlist:item=3871226707&perks=2284787283,2213355989
dimwishlist:item=3871226707&perks=2284787283,11612903
dimwishlist:item=3871226707&perks=2284787283,1546637391
dimwishlist:item=3871226707&perks=2284787283,2173046394
dimwishlist:item=3871226707&perks=3300816228,47981717
dimwishlist:item=3871226707&perks=3300816228,2213355989
dimwishlist:item=3871226707&perks=3300816228,11612903
dimwishlist:item=3871226707&perks=3300816228,1546637391
dimwishlist:item=3871226707&perks=3300816228,2173046394


// Parabellum ()
dimwishlist:item=3926811686&perks=3418782618,1359896290
dimwishlist:item=3926811686&perks=3418782618,4104185692
dimwishlist:item=3926811686&perks=3828510309,1359896290
dimwishlist:item=3926811686&perks=3828510309,4104185692


// The Call ()
dimwishlist:item=3947966653&perks=1820235745,2109543898
dimwishlist:item=3947966653&perks=1820235745,2610012052
dimwishlist:item=3947966653&perks=1820235745,2458213969
dimwishlist:item=3947966653&perks=1820235745,831391274
dimwishlist:item=3947966653&perks=2859149211,2109543898
dimwishlist:item=3947966653&perks=2859149211,2610012052
dimwishlist:item=3947966653&perks=2859149211,2458213969
dimwishlist:item=3947966653&perks=2859149211,831391274
dimwishlist:item=3947966653&perks=923806249,2109543898
dimwishlist:item=3947966653&perks=923806249,2610012052
dimwishlist:item=3947966653&perks=923806249,2458213969
dimwishlist:item=3947966653&perks=923806249,831391274


// The Call - Grenades (pve)
//notes: Good for nade regen tags:pve
dimwishlist:item=3947966653&perks=3523296417,11612903


// Yarovit MG4 - General ()
dimwishlist:item=3959549446&perks=1195158366,2109543898
dimwishlist:item=3959549446&perks=1195158366,124408337
dimwishlist:item=3959549446&perks=1195158366,3708227201
dimwishlist:item=3959549446&perks=3828510309,2109543898
dimwishlist:item=3959549446&perks=3828510309,124408337
dimwishlist:item=3959549446&perks=3828510309,3708227201


// Heliocentric QSc - General ()
dimwishlist:item=3998080529&perks=3017780555,4293542123
dimwishlist:item=3998080529&perks=3017780555,1015611457
dimwishlist:item=3998080529&perks=3017780555,11612903
dimwishlist:item=3998080529&perks=3017780555,555281244
dimwishlist:item=3998080529&perks=3017780555,4104185692
dimwishlist:item=3998080529&perks=588594999,4293542123
dimwishlist:item=3998080529&perks=588594999,1015611457
dimwishlist:item=3998080529&perks=588594999,11612903
dimwishlist:item=3998080529&perks=588594999,555281244
dimwishlist:item=3998080529&perks=588594999,4104185692
dimwishlist:item=3998080529&perks=3523296417,4293542123
dimwishlist:item=3998080529&perks=3523296417,1015611457
dimwishlist:item=3998080529&perks=3523296417,11612903
dimwishlist:item=3998080529&perks=3523296417,555281244
dimwishlist:item=3998080529&perks=3523296417,4104185692
dimwishlist:item=3998080529&perks=3828510309,4293542123
dimwishlist:item=3998080529&perks=3828510309,1015611457
dimwishlist:item=3998080529&perks=3828510309,11612903
dimwishlist:item=3998080529&perks=3828510309,555281244
dimwishlist:item=3998080529&perks=3828510309,4104185692


// Staccato-46 ()
dimwishlist:item=4019668921&perks=1168162263,3425386926
